Customerorder nummer,klantnr,AAR nummer,RR code laden,RR code lossen,Laden van,Laden tot,Lossen van,Lossen tot,Operator,Logistieke service,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,Lospartij,Postcode laden,Land laden,Postcode lossen,Plaats lossen,TIS code lossen,OldName,Collectiedagen,rc_large_scheduled,Uitvoeringsdagen,rc_large_pickup_min,rc_large_pickup_median,rc_large_pickup_q95,rc_large_pickup_max,DropOffTime_min,DropOffTime_median,DropOffTime_max,dropoff_date,order_number,Transporthulpmiddeltype,DropOffTime2,Order_ID,AdresID,lat_laden,lon_laden,laadtijd_t,lostijd_t,RCP_equiv_ordered,RCP_equiv_realised,Pakketten_realised,HBR,ColloData_Klant_Naam,Accountnummer,postal_code__c,house_number__c,total,NMG,ALM,AME,AMS,APE,ARD,BOR,BRE,AL,HER,DEN,DTD,DOR,ELT,GOE,HAL,HEN,HGV,KOL,LEE,NAM,NIE,OEV,OPM,RID,SAS,SNI,STT,SON,TIL,UTR,VEN,VIL,WVN,WZN,WIL,WML,ZWO,MECH,ASN,%WEST,%OOST,%ZUID,%BE,Vulgraad,Pakketten_NMG
C6442383406,9076266,234-ZD,5145NS16I,5048AD82D,20:00:00,20:30:00,20:00:00,21:15:00,TransportBV,75,INGRAM MICRO VEERWEG 16 H1 (BOL.COM),VEERWEG,16,5145NS,WAALWIJK,NL,DEPOT TILBURG,5145NS,NL,5048AD,TILBURG,TB-LE,TIL,0,48,0,44,44,44,44,163,163,163,{'2022-05-23'},D108857423,{'RCP'},{'2022-05-23 21:50:00+02:00'},C6442383406,5145NS_VEERWEG_16_WAALWIJK_NL,51.703554,5.0419503,158,161,48,44,1760,9930,Bol.Com,9076266,5145NS,16,643776,4.66E-05,0.029100184,0.029643851,0.03094244,0.028143329,0.037680808,0.022456569,0.02364487,0.008319664,0.023115183,0.024371831,0.038814743,0.024211838,0.027118128,0.019659012,0.02572168,0.019466398,0.023382357,0.022006102,0.020055112,0.002336216,0.033674756,0.028307983,0.02333265,0.024183878,0.027810916,0.038749503,0.035075865,0.021547868,0.020083072,0.02345381,0.018590317,0.045800092,0.026978328,0.025443633,0.050119917,0.055269224,0.021387874,,,24.1,25.4,17.3,33.2,40,0
C6398203500,10514902,1812,1483GC6W,1716KJ332D,14:00:00,14:30:00,14:00:00,18:00:00,TransportBV,75,Waterland Diervoeders,J.P. POELSTRAAT,8,1483GC,DE RIJP,NL,DEPOT OPMEER,1483GC,NL,1716KJ,OPMEER,OPM-V,OPM,0,22.5,0,22.5,22.5,22.5,22.5,134,134,134,{'2022-05-23'},D108857460,{'PEU'},{'2022-05-23 14:41:00+02:00'},C6398203500,1483GC_J.P. POELSTRAAT_8_DE RIJP_NL,52.5485706,4.8430598,134,148,22.5,22.5,458,10514902,Waterland Diervoeders,10514902,1483GC,8,16959,0.001768972,0.032902883,0.02741907,0.029129076,0.033020815,0.021758358,0.032372192,0.025532166,0.012441771,0.03225426,0.027301138,0.01993042,0.03101598,0.032018397,0.031074945,0.02588596,0.02824459,0.036440828,0.031487706,0.028834247,0.002594493,0.029541836,0.02423492,0.032549089,0.028834247,0.032961849,0.014210744,0.026534583,0.022524913,0.025414234,0.024470782,0.033138746,0.025001474,0.027301138,0.035379445,0.026357686,0.027949761,0.021935256,,,27.6,30.2,23.3,18.9,20.38,1
C6474859180,10511072,4446,4413NN15MU,4462HB62D,21:30:00,22:00:00,21:30:00,23:00:00,TransportBV,75,MUNDO RECREATIE,OOSTPOLDERWEG,15,4413NN,KRABBENDIJKE,NL,DEPOT GOES,4413NN,NL,4462HB,GOES,GS-CO,GOE,0,48,0,3,3,3,3,165,165,165,{'2022-05-23'},D108857819,{'RCP'},{'2022-05-23 22:19:00+02:00'},C6474859180,4413NN_OOSTPOLDERWEG_15_KRABBENDIJKE_NL,51.4287099,4.1258661,164,168,48,3,27,10511072,Mundo Recreatie,10511072,4413NN,15,5603,0.057647689,0.025878993,0.034445833,0.015705872,0.032661074,0.023558808,0.024451187,0.032482599,0.008566839,0.039978583,0.015705872,0.036766018,0.026771372,0.032661074,0.038015349,0.020703195,0.025700518,0.028734606,0.018561485,0.01963234,0.00428342,0.028913082,0.035873639,0.022844905,0.020167767,0.020524719,0.027842227,0.029091558,0.029091558,0.030519365,0.020881671,0.033553454,0.03159022,0.023915759,0.022309477,0.051222559,0.040692486,0.025700518,,,19.1,27.3,25.5,28.1,9.59,2
C6464847275,10509738,8012,7951NP7D,8013RJ1D,15:00:00,16:00:00,15:00:00,21:00:00,TransportBV,75,DE KASTEELHOEVE,SCHOTSWEG,7,7951NP,STAPHORST,NL,DEPOT ZWOLLE,7951NP,NL,8013RJ,ZWOLLE,ZL-NK,ZWO,0,9,0,3,3,3,3,146,146,146,{'2022-05-23'},D108857141,{'RCP'},{'2022-05-23 17:37:00+02:00'},C6464847275,7951NP_SCHOTSWEG_7_STAPHORST_NL,52.6531275,6.2718374,140,160,9,3,62,10512972,De Kasteelhoeve,10509738,7951NP,7,4253,0,0.045849988,0.052668704,0.022337174,0.04937691,0.000470256,0.024923583,0.028920762,0.018575123,0.033623325,0.026099224,0,0.039501528,0.043733835,0.031272043,0.027509993,0.032212556,0.022337174,0.009405126,0.010580767,0.000940513,0.048906654,0.001881025,0.072889725,0.033623325,0.029391018,0.000705384,0.003056666,0.05196332,0.033858453,0.038561016,0.039736656,0.001175641,0.030096403,0.052668704,0.000940513,0.000705384,0.039501528,,,35.2,35.5,28.4,1,20.8,0
C6682262563,7231014,5275,5236WB31M,5222AL4D,15:45:00,16:15:00,15:45:00,18:00:00,TransportBV,75,MEDELA BENELUX BV,UILENWAAD,31,5236WB,DEN BOSCH,NL,DEPOT DEN BOSCH,5236WB,NL,5222AL,DEN BOSCH,HT-KK,HER,0,9,0,6,6,6,6,141,141,141,{'2022-05-23'},D108854494,{'RCP'},{'2022-05-23 16:25:00+02:00'},C6682262563,5236WB_UILENWAAD_31_DEN BOSCH_NL,51.7318946,5.3162332,141,148,9,6,44,7231014,Medela Benelux B.V.,7231014,5236WB,31,1504,0.103723404,0.043218085,0.042553191,0.037234043,0.058510638,0,0.023271277,0.028590426,0.004654255,0.053856383,0.025930851,0,0.05518617,0.037898936,0.050531915,0.033909574,0.045212766,0.022606383,0.031914894,0.036569149,0,0.03856383,0,0.030585106,0.020611702,0.043218085,0,0,0.051861702,0.033909574,0.040558511,0.03125,0,0.028590426,0.033909574,0,0,0.015292553,,,29.9,37.2,32.8,0,8.27,5
C6678371156,10575567,3838,6716BZ37W,3815KP8D,19:00:00,19:30:00,19:00:00,21:00:00,TransportBV,75,AS WATSON iz KRUIDVAT [EDE],CELSIUSSTRAAT,37,6716BZ,EDE GLD,NL,DEPOT AMERSFOORT,6716BZ,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,48,0,48,48,48,48,159,159,159,{'2022-05-23'},D108856793,{'RCP'},{'2022-05-23 20:45:00+02:00'},C6678371156,6716BZ_CELSIUSSTRAAT_37_EDE GLD_NL,52.0305731,5.6161719,154,160,48,48,998,10602178,Kruidvat NL,10575567,6716BZ,37,427506,4.68E-06,0.039997099,0.042509345,0.023573938,0.041416963,0,0.0315902,0.036953867,0.013931968,0.041604094,0.043391204,0,0.041662573,0.036413524,0.038878986,0.029828821,0.032404224,0.044984164,0.0310405,0.038712907,0,0.03686498,0,0.034794833,0.038935126,0.029424148,0,0,0.03142412,0.031475582,0.033585494,0.039063779,2.34E-06,0.039498861,0.035917625,0,0,0.040118735,,,32.3,38.4,29.3,0,20.79,0
C6672381139,9221600,1329,8223EH2S,1358CD10D,15:45:00,16:15:00,15:45:00,18:00:00,TransportBV,75,SIDHA TECHNOLOGY & TRADING B.V.,WARTELSTRAAT,2,8223EH,LELYSTAD,NL,DEPOT ALMERE,8223EH,NL,1358CD,ALMERE,ALR-WV,ALM,0,9,0,2,2,2,2,147,147,147,{'2022-05-23'},D108854580,"{'PEU', 'RCP'}",{'2022-05-23 17:45:00+02:00'},C6672381139,8223EH_WARTELSTRAAT_2_LELYSTAD_NL,52.5240805,5.4971136,141,148,9,2,15,9221600,Sidha Technology & Trading BV,9221600,8223EH,2,753,0.029216467,0.035856574,0.090305445,0.030544489,0.034528552,0.003984064,0.013280212,0.022576361,0.003984064,0.033200531,0.034528552,0.006640106,0.046480744,0.026560425,0.030544489,0.013280212,0.015936255,0.02124834,0.019920319,0.029216467,0.001328021,0.055776892,0.003984064,0.043824701,0.011952191,0.029216467,0.002656042,0.003984064,0.033200531,0.058432935,0.087649402,0.01062417,0.006640106,0.04249668,0.019920319,0.003984064,0.017264276,0.054448871,,,31.7,38.4,24.8,5,7.72,0
C6684140184,10466911,7339,7051HX2T,7333NR35D,22:15:00,22:45:00,22:15:00,23:45:00,TransportBV,75,TRADING TOPPERS,KRONENWEG,2,7051HX,VARSSEVELD,NL,DEPOT APELDOORN,7051HX,NL,7333NR,APELDOORN,AP-OAW,APE,0,9,0,6,6,6,6,172,172,172,{'2022-05-23'},D108856824,{'RCP'},{'2022-05-24 00:02:00+02:00'},C6684140184,7051HX_KRONENWEG_2_VARSSEVELD_NL,51.9408841,6.4852985,167,171,9,6,751,10466911,Trading Toppers,10466911,7051HX,2,37754,0.000529745,0.029612756,0.031784712,0.040631456,0.031837686,0.020050856,0.026646183,0.029135986,0.009826773,0.033956667,0.030645759,0.018435133,0.029639244,0.029798167,0.027096467,0.03440695,0.02696403,0.024341792,0.020077343,0.018620544,0.010409493,0.032287969,0.016077767,0.028102982,0.028394342,0.034301001,0.017984849,0.026566721,0.030566298,0.027069979,0.028765164,0.029347884,0.032129046,0.030884145,0.036472957,0.024103406,0.028023521,0.025003973,,,30.2,27,23.3,19.4,125.17,0
C6704346123,10546184,ZB PL34101,PL03236,3439JG4D,0:00:00,0:30:00,8:00:00,13:00:00,Zelfbrenger,75,"G3 WW MAIL NV (inz. XBS,NL+EU)",ANNAPOL BUILDING,4A,03-236,WARCHAU,NL,DEPOT NIEUWEGEIN,03-236,NL,3439JG,NIEUWEGEIN,NIWG-MO,NIE,0,3,1,0.96,0.96,0.96,0.96,128,128,128,{'2022-05-24'},D108896924,{'PWG'},{'2022-05-24 13:00:00+02:00'},C6704346123,03-236_ANNAPOL BUILDING_4A_WARCHAU_NL,51.95962,6.29616,174,128,3,0.96,41,1109,G3 Worldwide Mail (France) SAS inzake MAGS BVBA,10546184,03-236,4A,196678,0.014465268,0.027756028,0.024400289,0.042851768,0.023652874,0.025564628,0.022808855,0.020734398,0.010001119,0.02364779,0.030918557,0.018476901,0.020785243,0.024588414,0.021003874,0.029983018,0.020261544,0.019768352,0.020261544,0.018126074,0.061552385,0.027725521,0.013636502,0.02230041,0.030527054,0.026769644,0.018029469,0.042516194,0.025351081,0.021537742,0.021949583,0.021258097,0.099934919,0.023952857,0.025091774,0.02504093,0.028040757,0.019193809,,,26.4,22.6,17.7,33.3,43.71,1
C6631436299,9973318,2615,2671BV125C,2635DK10D,17:00:00,17:30:00,17:00:00,19:00:00,TransportBV,75,CITYPARTS.NL,GILDESTRAAT,125,2671BV,NAALDWIJK,NL,DEPOT DEN HOORN,2671BV,NL,2635DK,DEN HOORN,HBD-H,DEN,0,6,0,6,6,6,6,140,140,140,{'2022-05-23'},D108854643,{'RCP'},{'2022-05-23 16:00:00+02:00'},C6631436299,2671BV_GILDESTRAAT_125_NAALDWIJK_NL,52.0026341,4.2098872,146,152,6,6,253,9973318,Bromfietshandel Walter van Os,9973318,2671BV,125,6671,0.076900015,0.025933143,0.026832559,0.015439964,0.032079149,0.019337431,0.028031779,0.024883826,0.011392595,0.037025933,0.027881877,0.021735872,0.032079149,0.025633338,0.038524959,0.031929246,0.031029831,0.033728077,0.026382851,0.03043022,0.003897467,0.02863139,0.021136261,0.03567681,0.033278369,0.030730025,0.015739769,0.023084995,0.031779343,0.030730025,0.026083046,0.031329636,0.016189477,0.03627642,0.035826713,0.027132364,0.020836456,0.031329636,,,28.5,29.2,25.4,16.9,45.71,21
C6587617168,1109991,3453,3641RT20H,3439JG4D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,HANDLING COMPANY MIJDRECHT,ENERGIEWEG,20,3641RT,MIJDRECHT,NL,DEPOT NIEUWEGEIN,3641RT,NL,3439JG,NIEUWEGEIN,NIWG-MO,NIE,0,4,0,9,9,9,9,149,149,149,{'2022-05-23'},D108857408,{'RCP'},{'2022-05-23 18:22:00+02:00'},C6587617168,3641RT_ENERGIEWEG_20_MIJDRECHT_NL,52.2023215,4.8825749,146,160,4,4,98,1109991,Handling Company Mijdrecht,1109991,3641RT,20,5717,0.0237887,0.050550988,0.041980059,0.050026238,0.050026238,0.000349834,0.028686374,0.028511457,0.013118769,0.04023089,0.031834878,0,0.033234214,0.041805143,0.025887703,0.044253979,0.037782054,0.026937205,0.032534546,0.024838202,0.001049501,0.040755641,0.000699668,0.037607137,0.041980059,0.036382718,0.000874585,0.000349834,0.04477873,0.033409131,0.027636872,0.028686374,0.001399335,0.028161623,0.034633549,0.000349834,0.000524751,0.038131887,,,34.6,38.5,26.3,0.6,25.08,2
C6586789931,9076266,BEL 2810,5145NS16I,B2830WIL21,20:30:00,21:00:00,20:30:00,23:00:00,TransportBV,75,INGRAM MICRO VEERWEG 16 H1 (BOL.COM),VEERWEG,16,5145NS,WAALWIJK,NL,DEPOT WILLEBROEK (B),5145NS,NL,2830,WILLEBROEK,TPB-WB,WIL,0,48,0,48,48,48,48,166,166,166,{'2022-05-23'},D108857343,{'RCP'},{'2022-05-23 22:34:00+02:00'},C6586789931,5145NS_VEERWEG_16_WAALWIJK_NL,51.703554,5.0419503,160,168,48,48,1920,9930,Bol.Com,9076266,5145NS,16,643776,4.66E-05,0.029100184,0.029643851,0.03094244,0.028143329,0.037680808,0.022456569,0.02364487,0.008319664,0.023115183,0.024371831,0.038814743,0.024211838,0.027118128,0.019659012,0.02572168,0.019466398,0.023382357,0.022006102,0.020055112,0.002336216,0.033674756,0.028307983,0.02333265,0.024183878,0.027810916,0.038749503,0.035075865,0.021547868,0.020083072,0.02345381,0.018590317,0.045800092,0.026978328,0.025443633,0.050119917,0.055269224,0.021387874,,,24.1,25.4,17.3,33.2,40,0
C6574490464,9291239,ZB 1807,1704EH16S,1716KJ332D,14:00:00,16:00:00,14:00:00,16:00:00,Zelfbrenger,75,SHOPPARTNERS BV [HEERHUGOWAARD],FOXTROT,16,1704EH,HEERHUGOWAARD,NL,DEPOT OPMEER,1704EH,NL,1716KJ,OPMEER,OPM-V,OPM,0,48,0,48,48,48,48,139,139,139,{'2022-05-23'},D108858436,{'RCP'},{'2022-05-23 15:54:00+02:00'},C6574490464,1704EH_FOXTROT_16_HEERHUGOWAARD_NL,52.6871655,4.8409915,140,140,48,48,2458,9291239,Shoppartners B.V.,9291239,1704EH,16,163033,0.024068747,0.022958542,0.025277091,0.024136218,0.023565781,0.051382235,0.020063423,0.0197138,0.007115124,0.022786798,0.021486448,0.051854533,0.022063018,0.021921942,0.020652261,0.019272172,0.017131501,0.020290371,0.016720541,0.017450455,0.004735238,0.025675783,0.040047107,0.020413045,0.021744064,0.021449645,0.046364846,0.047683598,0.018848945,0.018094496,0.018634264,0.018395049,0.05907393,0.021817669,0.021682727,0.066912834,0.064410273,0.018174235,,,19.8,20.9,16.1,43.2,52.48,61
C6630186820,10196598,35133,3442AB11R,3542AR7D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,FIRMA VAN ROOIJEN [AMPEREWEG],AMPEREWEG,11,3442AB,WOERDEN,NL,DEPOT UTRECHT,3442AB,NL,3542AR,UTRECHT,UT-SO,UTR,0,30,0,12.86,12.86,12.86,12.86,159,159,159,{'2022-05-23'},D108857761,{'RCB'},{'2022-05-23 20:47:00+02:00'},C6630186820,3442AB_AMPEREWEG_11_WOERDEN_NL,52.0792799,4.880488,146,160,30,12.86,124,10196598,ThysToys.nl,10196598,3442AB,11,14664,0.443807965,0.031983088,0.037847791,0.016366612,0.036756683,0.023049645,0.026732133,0.03218767,0.008524277,0.040030005,0.022845063,0.022708674,0.031710311,0.031778505,0.031505728,0.018617021,0.037984179,0.036961266,0.024549918,0.028982542,0.005796508,0.029459902,0.018344244,0.030482815,0.021617567,0.024754501,0.020321877,0.020185488,0.026254774,0.029255319,0.027414075,0.032324059,0.023390616,0.029664484,0.026186579,0.025777414,0.028505183,0.039143481,,,22.6,33.5,25,18.8,17.32,99
C6618595650,10170807,3813,3861NJ38S,3815KP8D,22:15:00,22:45:00,22:15:00,23:30:00,TransportBV,75,Shops4youonline B.V.,GALVANISTRAAT,38,3861NJ,NIJKERK GLD,NL,DEPOT AMERSFOORT,3861NJ,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,10,0,8,8,8,8,170,170,170,{'2022-05-23'},D108856147,{'RCP'},{'2022-05-23 23:37:00+02:00'},C6618595650,3861NJ_GALVANISTRAAT_38_NIJKERK GLD_NL,52.2383533,5.4694935,167,170,10,8,571,10170807,Shops4youonline Ltd,10170807,3861NJ,38,16884,0.000236911,0.023513385,0.027955461,0.029850746,0.031449893,0.031094527,0.024757167,0.0310353,0.009239517,0.030383795,0.028606965,0.028133144,0.025408671,0.034411277,0.02493485,0.025408671,0.027659322,0.028606965,0.022684198,0.026119403,0.005863539,0.028192371,0.022921109,0.02416489,0.030206112,0.028962331,0.026533997,0.034174366,0.027481639,0.02594172,0.022032694,0.027303956,0.028370054,0.02848851,0.030857617,0.033522862,0.039149491,0.024579484,,,25.8,27.5,21.7,25,71.36,0
C6615895029,1019670,1021,1332ED40B2,1114AN150D,21:00:00,21:30:00,21:00:00,22:15:00,TransportBV,75,B2C EUROPE (ALMERE),DAMSLUISWEG,40,1332ED,ALMERE,NL,DEPOT AMSTERDAM,1332ED,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,14,0,9.5,9.5,9.5,9.5,165,165,165,{'2022-05-23'},D108857722,{'RCP'},{'2022-05-23 22:26:00+02:00'},C6615895029,1332ED_DAMSLUISWEG_40_ALMERE_NL,52.4066149,5.2404065,162,165,14,9.5,61,1019670,B2C Europe,1019670,1332ED,40,1108,0.01534296,0.869133574,0.008122744,0.005415162,0.00631769,0,0.004512635,0.005415162,0.003610108,0.001805054,0.005415162,0,0.009025271,0.00631769,0.002707581,0.008122744,0.003610108,0.004512635,0.005415162,0.005415162,0,0.009025271,0,0.005415162,0.004512635,0.004512635,0,0,0.003610108,0,0.003610108,0.002707581,0,0.005415162,0.003610108,0,0,0.002707581,,,5,92.1,3,0,6.48,1
C7339801431,10438642,2717,2718RD65M,2742RJ2D,20:30:00,21:00:00,20:30:00,22:00:00,TransportBV,75,MORESTORAGE,GOUDSTRAAT,65,2718RD,ZOETERMEER,NL,DEPOT WADDINXVEEN,2718RD,NL,2742RJ,WADDINXVEEN,WVN-O,WVN,0,18,0,13,13,13,13,161,161,161,{'2022-05-23'},D108856092,{'PEU'},{'2022-05-23 21:27:00+02:00'},C7339801431,2718RD_GOUDSTRAAT_65_ZOETERMEER_NL,52.0410394,4.5075283,160,164,18,13,181,10477689,MoreStorage B.V.,10438642,2718RD,65,18191,0.054807322,0.035237205,0.044527514,0.031279204,0.050299599,0.008190864,0.024737508,0.034192733,0.009180364,0.042328624,0.034962344,0.008685614,0.033862899,0.029849926,0.025891925,0.032928371,0.036116761,0.035731955,0.026001869,0.029575065,0.001594195,0.033588038,0.007641141,0.041339124,0.038590512,0.033368149,0.008685614,0.01055467,0.033258205,0.028255731,0.025397174,0.032103788,0.009070419,0.02995987,0.031883899,0.010884503,0.011654115,0.038590512,,,30.9,36,25.5,7.7,14.75,11
C7327520505,10271331,3517,6716AE100P,3542AR7D,20:00:00,20:30:00,20:00:00,22:00:00,TransportBV,75,PETS PLACE,GALVANISTRAAT,100,6716AE,EDE GLD,NL,DEPOT UTRECHT,6716AE,NL,3542AR,UTRECHT,UT-SO,UTR,0,48,0,8,8,8,8,164,164,164,{'2022-05-23'},D108857854,{'RCP'},{'2022-05-23 22:00:00+02:00'},C7327520505,6716AE_GALVANISTRAAT_100_EDE GLD_NL,52.0346787,5.6217599,158,164,48,8,163,10475424,IJsvogel Retail B.V.,10271331,6716AE,100,224955,0.034295748,0.032913249,0.027098753,0.033139961,0.03018826,0.024404881,0.033628948,0.03265542,0.008988464,0.031948612,0.030957303,0.024249294,0.032891023,0.034966993,0.034584695,0.026712009,0.021004201,0.031326265,0.030512769,0.026609766,0.002640528,0.033797871,0.016496633,0.0287213,0.038407682,0.029156942,0.019026027,0.019737281,0.02692983,0.02579627,0.023626948,0.027956702,0.022168878,0.031415172,0.029557023,0.027214332,0.025431753,0.023137961,,,28.1,29.2,24.6,18.1,21.06,6
C7323697261,9125660,PREM.2716,2641KS3B,2742RJ2D,0:00:00,0:30:00,0:00:00,1:00:00,TransportBV,75,BEVER BV,AMBACHTSWEG,3,2641KS,PIJNACKER,NL,DEPOT WADDINXVEEN,2641KS,NL,2742RJ,WADDINXVEEN,WVN-O,WVN,0,15,1,15,15,15,15,175,175,175,{'2022-05-23'},D108896225,{'RCP'},{'2022-05-24 00:55:00+02:00'},C7323697261,2641KS_AMBACHTSWEG_3_PIJNACKER_NL,52.0284655,4.4415417,174,176,15,15,745,10450468,Bever B.V.,9125660,2641KS,3,53871,0.01225149,0.049395779,0.05698799,0.048393384,0.045571829,0.0012994,0.030832916,0.023129327,0.008928737,0.029811958,0.032782016,0.001002395,0.025523937,0.038814947,0.030721538,0.039520336,0.027324535,0.042211951,0.03157543,0.032280819,0.000352694,0.063243675,0.001819161,0.03552932,0.030461658,0.037125726,0.001800598,0.002802992,0.033097585,0.029811958,0.036011954,0.025709565,0.002338921,0.029867647,0.038035307,0.002190418,0.00343413,0.030257467,,,33.7,41.8,22.9,1.7,50.31,9
C7312487695,1080532,2995,2994LG8O,2988CK21D,22:00:00,22:30:00,22:00:00,23:00:00,TransportBV,75,OXYLINE BODYSTORE,TIELSEWEG,8,2994LG,BARENDRECHT,NL,DEPOT RIDDERKERK,2994LG,NL,2988CK,RIDDERKERK,RD-S,RID,0,6,0,2,2,2,2,166,166,166,{'2022-05-23'},D108854515,{'RCP'},{'2022-05-23 22:40:00+02:00'},C7312487695,2994LG_TIELSEWEG_8_BARENDRECHT_NL,51.8596377,4.5123492,166,168,6,2,91,1080532,Oxyline,1080532,2994LG,8,3620,0.000552486,0.046132597,0.028729282,0.049447514,0.022928177,0.022928177,0.024861878,0.028176796,0.008287293,0.022099448,0.03480663,0.022099448,0.037016575,0.025690608,0.024585635,0.041160221,0.020718232,0.025414365,0.021270718,0.027348066,0.003314917,0.027900552,0.016298343,0.025138122,0.038950276,0.027071823,0.022651934,0.023480663,0.024585635,0.023756906,0.027071823,0.019337017,0.030662983,0.03038674,0.040883978,0.030662983,0.03480663,0.019337017,,,32.3,26.5,20.4,20.7,45.51,0
C7350417361,10167184,ZB 2945,3044CK62D,2988CK21D,23:00:00,0:00:00,23:00:00,0:00:00,Zelfbrenger,75,DM PRODUCTIONS iz VIA TIM,VLAARDINGWEG,62,3044CK,ROTTERDAM,NL,DEPOT RIDDERKERK,3044CK,NL,2988CK,RIDDERKERK,RD-S,RID,0,5,0,4,4,4,4,136,136,136,{'2022-05-23'},D108858319,{'RCP'},{'2022-05-23 15:13:00+02:00'},C7350417361,3044CK_VLAARDINGWEG_62_ROTTERDAM_NL,51.9305987,4.4139374,172,172,5,4,113,100,DM Productions B.V.,10167184,3044CK,62,558836,0.058340909,0.03315105,0.038569455,0.02935924,0.039147442,0.015000823,0.02765033,0.029538183,0.009763151,0.036416766,0.028722201,0.014952508,0.031408141,0.035806569,0.031028781,0.027136763,0.030177011,0.034416179,0.028033269,0.035727834,0.002725308,0.039188599,0.012148466,0.036701286,0.030001646,0.030071434,0.013703484,0.015652177,0.02774696,0.028482417,0.028573678,0.030627948,0.015730912,0.030613633,0.032166861,0.017865707,0.020846903,0.031146884,,,28.3,34.5,24.3,12.9,30,7
C7306188704,9005445,1094,1521PS51G,1114AN150D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,GEBRO SALES BV,WITTE VLINDERWEG,51,1521PS,WORMERVEER,NL,DEPOT AMSTERDAM,1521PS,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,20,0,14.5,14.5,14.5,14.5,149,149,149,{'2022-05-23'},D108857878,{'RCP'},{'2022-05-23 18:20:00+02:00'},C7306188704,1521PS_WITTE VLINDERWEG_51_WORMERVEER_NL,52.5034525,4.7886239,146,160,20,14.5,287,9005445,Gebro Sales B.V.,9005445,1521PS,51,9162,0.085789129,0.030779306,0.024667103,0.023793931,0.030670159,0.037000655,0.025321982,0.02477625,0.010696355,0.02815979,0.022702467,0.034271993,0.026413447,0.030015281,0.028050644,0.020301244,0.022156734,0.031215892,0.025103689,0.023466492,0.007640253,0.025431129,0.026522593,0.02663174,0.034599432,0.021501855,0.030233573,0.037109801,0.022811613,0.022375027,0.019755512,0.02444881,0.038965291,0.022265881,0.02848723,0.040384196,0.043876883,0.027395765,,,23.1,27.1,20.2,29.6,21.65,27
C7279367954,10105196,M 2911 TT,B9130KAL1Z,2988CK21D,21:00:00,22:00:00,21:00:00,0:30:00,TransportBV,90,KATOEN NATIE iz ZOOPLUS [KALLO] [BE],OUDEDIJK,1,9130,KALLO,BE,DEPOT RIDDERKERK,9130,BE,2988CK,RIDDERKERK,RD-S,RID,0,48,0,48,48,48,48,170,170,170,{'2022-05-23'},D108857843,{'LLO'},{'2022-05-23 23:40:00+02:00'},C7279367954,9130_OUDEDIJK_1_KALLO_BE,51.27085055,4.281575201,164,174,48,48,1423,10105196,ZOOplus,10105196,9130,1,152621,0.019296165,0.021713919,0.018215056,0.017363272,0.021360101,0.047175684,0.020632809,0.018398517,0.007613631,0.017081529,0.021556667,0.033488183,0.022611567,0.019558252,0.022093945,0.017815373,0.012999522,0.019302717,0.0197024,0.016052837,0.110037282,0.019138913,0.021962902,0.020220022,0.024819651,0.019925174,0.028259545,0.063595442,0.01527968,0.013248504,0.016079045,0.015659706,0.102148459,0.020894897,0.021530458,0.041665302,0.036449768,0.01434927,,,18.8,18.2,14.5,48.5,30.22,28
C7275403385,10528681,9643,9641RA12M,9615TP2D,16:45:00,17:15:00,16:45:00,21:00:00,TransportBV,75,MULDER GRANEN VEENDAM,DWM WEG,12,9641RA,VEENDAM,NL,DEPOT KOLHAM,9641RA,NL,9615TP,KOLHAM,KHM-O,KOL,0,48,0,30,30,30,30,146,146,146,{'2022-05-23'},D108857428,"{'PEU', 'RCP'}",{'2022-05-23 17:41:00+02:00'},C7275403385,9641RA_DWM WEG_12_VEENDAM_NL,53.0956502,6.8753372,145,160,48,30,491,10528681,Mulder Granen Musselkanaal B.V.,10528681,9641RA,12,18153,0.019996695,0.040544263,0.041370572,0.010301328,0.044345287,0.013661654,0.028039443,0.037128849,0.007051176,0.041976533,0.010576764,0.016416019,0.02275106,0.037789897,0.050404892,0.020547568,0.040874787,0.059714648,0.035421143,0.029912411,0.00369085,0.031234507,0.014322701,0.02809453,0.01536936,0.021043354,0.011513248,0.017242329,0.03608219,0.032501515,0.020327219,0.050294717,0.016746543,0.020878092,0.020437393,0.016360932,0.019721258,0.035310968,,,17.5,39.7,29.9,13,16.69,10
